OpportunityID,Name,AccountID,LeadID,Stage,Probability,EstimatedValue,ExpectedCloseDate,ActualCloseDate,Status,Description,OwnerID,CreatedOn,ModifiedOn
OPP-128,Web Application,ACC-004,LEAD-041,Connected,90,56079,2025-09-06,2025-03-17,Won,Simulate real-world attacks against web applications to identify vulnerabilities and weaknesses.,USER-013,2025-02-20,2025-03-17
OPP-129,Mobile Application,ACC-004,LEAD-041,Connected,90,22118,2025-12-06,2025-02-23,Won,Assess the security of mobile applications by simulating attacks on both the client and server sides.,USER-013,2025-02-22,2025-02-23
OPP-130,Network Infrastructure,ACC-003,LEAD-041,Connected,30,51408,2026-02-05,2025-04-01,Won,"Evaluate the security of network devices, firewalls, and intrusion detection systems through simulated attacks.",USER-013,2025-03-03,2025-04-01
OPP-131,Cloud Environment,ACC-004,LEAD-041,Follow Up,30,28925,2025-09-18,2025-03-26,Won,"Conduct penetration testing of cloud environments (AWS, Azure, GCP) to identify misconfigurations and vulnerabilities.",USER-013,2025-03-10,2025-03-26
OPP-132,Wireless Network,ACC-001,LEAD-041,Connected,60,29210,2026-02-25,,In Progress,"Assess the security of wireless networks, including access points and authentication mechanisms.",USER-013,2025-03-13,2025-03-28
OPP-133,API Security,ACC-001,LEAD-041,Discovery,60,32124,2025-06-06,,In Progress,"Evaluate the security of APIs by simulating attacks on authentication, authorization, and data validation.",USER-013,2025-03-14,2025-03-30
OPP-134,Internal Network,ACC-004,LEAD-041,Discovery,30,54207,2025-05-19,2025-03-18,Cancelled,Simulate attacks against internal network systems to identify vulnerabilities and assess the impact of internal threats.,USER-013,2025-03-14,2025-03-18
OPP-135,Firewall Implementation,ACC-001,LEAD-042,Follow Up,90,50242,2025-12-07,2025-02-21,Cancelled,Implement and configure firewalls to control network traffic and protect against unauthorized access.,USER-004,2025-01-23,2025-02-21
OPP-136,Intrusion Detection/Prevention System (IDS/IPS),ACC-002,LEAD-042,Connected,90,31159,2025-08-20,2025-02-20,Won,Deploy IDS/IPS systems to detect and prevent network intrusions and malicious activity.,USER-004,2025-01-29,2025-02-20
OPP-137,Network Infrastructure,ACC-004,LEAD-043,Follow Up,60,28484,2025-08-04,,In Progress,"Comprehensive audit of network devices, firewalls, and intrusion detection systems to identify security vulnerabilities.",USER-004,2025-01-09,2025-01-20
OPP-138,Web Application,ACC-002,LEAD-043,Discovery,30,30187,2025-12-01,2025-01-19,Won,"Detailed assessment of web application security, including OWASP top 10 vulnerabilities.",USER-004,2025-01-13,2025-01-19
OPP-139,Cloud Environment,ACC-003,LEAD-043,Connected,60,45809,2025-11-05,2025-01-19,Won,"Evaluation of security controls within cloud environments (AWS, Azure, GCP) to ensure data protection.",USER-004,2025-01-14,2025-01-19
OPP-140,Data Security and Privacy,ACC-001,LEAD-043,Connected,60,40854,2025-10-29,2025-01-31,Won,"Audit of data storage, transmission, and access controls to ensure data security and privacy compliance.",USER-004,2025-01-18,2025-01-31
OPP-141,Compliance (PCI DSS),ACC-001,LEAD-043,Follow Up,60,43273,2025-03-29,2025-02-09,Cancelled,Audit to ensure compliance with Payment Card Industry Data Security Standard (PCI DSS).,USER-004,2025-01-18,2025-02-09
OPP-142,Compliance (HIPAA),ACC-003,LEAD-043,Discovery,30,30329,2025-12-05,,In Progress,Audit to ensure compliance with Health Insurance Portability and Accountability Act (HIPAA).,USER-004,2025-01-26,2025-02-24
OPP-143,Compliance (GDPR),ACC-003,LEAD-043,Connected,30,41974,2025-05-21,2025-02-01,Cancelled,Audit to ensure compliance with General Data Protection Regulation (GDPR).,USER-004,2025-01-29,2025-02-01
OPP-144,Internal Systems,ACC-003,LEAD-043,Follow Up,60,42549,2025-12-01,2025-02-18,Cancelled,Assessment of internal systems and applications to identify security weaknesses.,USER-004,2025-01-29,2025-02-18
OPP-145,Wireless Network,ACC-004,LEAD-043,Follow Up,90,37177,2025-12-28,2025-02-21,Won,"Audit of wireless network security, including access control and encryption.",USER-004,2025-02-05,2025-02-21
OPP-146,Mobile Application,ACC-003,LEAD-043,Connected,90,23300,2025-12-12,,In Progress,Security evaluation of mobile applications to identify vulnerabilities and data leakage risks.,USER-004,2025-02-07,2025-02-15
OPP-147,ERP Implementation - TechCorp,ACC-002,LEAD-044,Discovery,30,23252,2025-03-18,2025-01-19,Cancelled,"Comprehensive ERP system implementation for TechCorp, including requirements gathering, configuration, data migration, testing, and user training.",USER-007,2025-01-18,2025-01-19
OPP-148,Cloud-Based ERP Upgrade,ACC-003,LEAD-044,Follow Up,90,22877,2025-09-22,,In Progress,"Upgrade existing on-premise ERP to a cloud-based solution, improving scalability and accessibility.",USER-007,2025-01-20,2025-01-20
OPP-149,ERP Customization & Integration,ACC-002,LEAD-044,Follow Up,60,11982,2025-03-26,,In Progress,Customize and integrate the ERP system with existing business applications and third-party tools.,USER-007,2025-01-24,2025-02-05
OPP-150,ERP Data Migration Project,ACC-003,LEAD-044,Connected,90,55412,2026-01-22,2025-02-02,Won,"Plan and execute the migration of legacy data to the new ERP system, ensuring data integrity and accuracy.",USER-007,2025-01-27,2025-02-02
OPP-151,Post-Implementation ERP Support,ACC-001,LEAD-044,Discovery,90,22376,2025-09-06,2025-02-18,Won,"Provide ongoing support and maintenance for the implemented ERP system, addressing user issues and system enhancements.",USER-007,2025-01-29,2025-02-18
OPP-152,ERP Security Enhancement,ACC-004,LEAD-044,Discovery,90,9630,2025-08-09,2025-02-25,Won,"Implement security measures to protect sensitive data within the ERP system, including access control and encryption.",USER-007,2025-02-03,2025-02-25
OPP-153,ERP Training & Adoption Program,ACC-004,LEAD-044,Discovery,60,20260,2025-04-22,,In Progress,Develop and deliver training programs to ensure user adoption and effective utilization of the ERP system.,USER-007,2025-02-07,2025-02-18
OPP-154,Web Application,ACC-003,LEAD-046,Connected,90,16034,2025-09-01,,In Progress,Simulate real-world attacks against web applications to identify vulnerabilities and weaknesses.,USER-007,2024-12-19,2025-01-10
OPP-155,Mobile Application,ACC-001,LEAD-046,Discovery,60,53605,2025-02-05,2024-12-24,Cancelled,Assess the security of mobile applications by simulating attacks on both the client and server sides.,USER-007,2024-12-19,2024-12-24
OPP-156,Network Infrastructure,ACC-003,LEAD-046,Connected,30,34588,2025-12-23,2025-01-08,Won,"Evaluate the security of network devices, firewalls, and intrusion detection systems through simulated attacks.",USER-007,2024-12-24,2025-01-08
OPP-157,Cloud Environment,ACC-003,LEAD-046,Connected,90,15765,2025-12-05,2025-01-10,Won,"Conduct penetration testing of cloud environments (AWS, Azure, GCP) to identify misconfigurations and vulnerabilities.",USER-007,2024-12-26,2025-01-10
OPP-158,Wireless Network,ACC-002,LEAD-046,Follow Up,90,33511,2025-08-24,2025-01-28,Won,"Assess the security of wireless networks, including access points and authentication mechanisms.",USER-007,2025-01-02,2025-01-28
OPP-159,ERP Implementation - TechCorp,ACC-003,LEAD-049,Connected,90,55659,2025-12-29,,In Progress,"Comprehensive ERP system implementation for TechCorp, including requirements gathering, configuration, data migration, testing, and user training.",USER-011,2025-01-06,2025-01-19
OPP-160,Cloud-Based ERP Upgrade,ACC-003,LEAD-049,Connected,30,50501,2025-05-04,,In Progress,"Upgrade existing on-premise ERP to a cloud-based solution, improving scalability and accessibility.",USER-011,2025-01-07,2025-02-04
OPP-161,ERP Customization & Integration,ACC-001,LEAD-049,Follow Up,30,59981,2025-05-30,2025-01-17,Cancelled,Customize and integrate the ERP system with existing business applications and third-party tools.,USER-011,2025-01-07,2025-01-17
OPP-162,ERP Data Migration Project,ACC-001,LEAD-049,Connected,60,37583,2025-12-02,2025-01-17,Cancelled,"Plan and execute the migration of legacy data to the new ERP system, ensuring data integrity and accuracy.",USER-011,2025-01-09,2025-01-17
OPP-163,Post-Implementation ERP Support,ACC-002,LEAD-049,Connected,30,33785,2025-07-12,2025-01-26,Won,"Provide ongoing support and maintenance for the implemented ERP system, addressing user issues and system enhancements.",USER-011,2025-01-10,2025-01-26
OPP-164,ERP Security Enhancement,ACC-003,LEAD-049,Discovery,90,56630,2025-09-12,,In Progress,"Implement security measures to protect sensitive data within the ERP system, including access control and encryption.",USER-011,2025-01-16,2025-02-06
OPP-165,ERP Training & Adoption Program,ACC-004,LEAD-049,Discovery,90,57671,2025-03-07,2025-02-06,Won,Develop and deliver training programs to ensure user adoption and effective utilization of the ERP system.,USER-011,2025-01-22,2025-02-06
OPP-166,Database Encryption,ACC-001,LEAD-050,Connected,30,25982,2025-07-13,,In Progress,"Implement encryption for sensitive data stored in databases, protecting against unauthorized access.",USER-006,2024-12-07,2025-01-06
OPP-167,File Encryption,ACC-001,LEAD-050,Discovery,30,23678,2025-02-19,2025-01-08,Won,Encrypt individual files and folders to protect sensitive data from unauthorized access and disclosure.,USER-006,2024-12-15,2025-01-08
OPP-168,Full Disk Encryption,ACC-001,LEAD-050,Discovery,30,39117,2025-10-24,2025-01-09,Won,Encrypt entire hard drives or storage devices to protect all data stored on them.,USER-006,2024-12-16,2025-01-09
OPP-169,Email Encryption,ACC-003,LEAD-050,Connected,90,17261,2025-07-31,,In Progress,Encrypt email communications to protect sensitive information from interception and unauthorized access.,USER-006,2024-12-22,2024-12-26
OPP-170,Cloud Storage Encryption,ACC-001,LEAD-050,Follow Up,60,52513,2025-06-18,,In Progress,"Encrypt data stored in cloud storage services, ensuring data privacy and security.",USER-006,2024-12-22,2025-01-13
OPP-171,Mobile Device Encryption,ACC-001,LEAD-050,Follow Up,90,54764,2025-09-15,2025-01-07,Won,Encrypt data stored on mobile devices to protect against loss or theft.,USER-006,2024-12-24,2025-01-07
OPP-172,Application Data Encryption,ACC-004,LEAD-050,Connected,60,40441,2025-03-04,2025-01-09,Won,Implement encryption within applications to protect sensitive data processed and stored by the application.,USER-006,2024-12-25,2025-01-09
OPP-173,Database Encryption,ACC-001,LEAD-052,Follow Up,90,39959,2025-12-13,2025-01-31,Won,"Implement encryption for sensitive data stored in databases, protecting against unauthorized access.",USER-018,2025-01-09,2025-01-31
OPP-174,File Encryption,ACC-002,LEAD-052,Follow Up,30,47418,2025-07-01,,In Progress,Encrypt individual files and folders to protect sensitive data from unauthorized access and disclosure.,USER-018,2025-01-11,2025-01-18
OPP-175,Full Disk Encryption,ACC-001,LEAD-052,Discovery,60,12185,2025-04-02,2025-02-06,Won,Encrypt entire hard drives or storage devices to protect all data stored on them.,USER-018,2025-01-15,2025-02-06
OPP-176,Email Encryption,ACC-001,LEAD-052,Discovery,90,56822,2025-07-12,2025-01-25,Cancelled,Encrypt email communications to protect sensitive information from interception and unauthorized access.,USER-018,2025-01-17,2025-01-25
OPP-177,Cloud Storage Encryption,ACC-002,LEAD-052,Follow Up,90,34133,2025-05-16,2025-02-07,Won,"Encrypt data stored in cloud storage services, ensuring data privacy and security.",USER-018,2025-01-25,2025-02-07
OPP-178,Mobile Device Encryption,ACC-003,LEAD-052,Discovery,30,34276,2025-04-22,2025-02-02,Cancelled,Encrypt data stored on mobile devices to protect against loss or theft.,USER-018,2025-02-02,2025-02-02
OPP-179,Application Data Encryption,ACC-004,LEAD-052,Connected,30,39615,2025-06-26,,In Progress,Implement encryption within applications to protect sensitive data processed and stored by the application.,USER-018,2025-02-02,2025-02-09
OPP-180,Firewall Implementation,ACC-001,LEAD-054,Discovery,60,20725,2025-09-07,2024-12-26,Won,Implement and configure firewalls to control network traffic and protect against unauthorized access.,USER-016,2024-12-26,2024-12-26
OPP-181,Intrusion Detection/Prevention System (IDS/IPS),ACC-004,LEAD-054,Follow Up,60,38235,2025-09-17,2025-01-31,Won,Deploy IDS/IPS systems to detect and prevent network intrusions and malicious activity.,USER-016,2025-01-03,2025-01-31
OPP-182,Virtual Private Network (VPN) Deployment,ACC-001,LEAD-054,Connected,60,50101,2025-12-29,2025-01-19,Cancelled,Deploy VPN solutions to provide secure remote access to network resources.,USER-016,2025-01-10,2025-01-19
OPP-183,Security Information and Event Management (SIEM),ACC-004,LEAD-054,Discovery,60,53429,2025-07-20,2025-01-31,Won,"Implement SIEM solutions to collect, analyze, and correlate security logs and events.",USER-016,2025-01-18,2025-01-31
OPP-184,Network Access Control (NAC),ACC-003,LEAD-054,Connected,60,48332,2025-12-10,2025-01-23,Won,Implement NAC solutions to control access to network resources based on user and device identity.,USER-016,2025-01-21,2025-01-23
OPP-185,Wireless Network Security,ACC-002,LEAD-054,Discovery,60,54447,2025-06-11,,In Progress,"Secure wireless networks using strong encryption, authentication, and access control measures.",USER-016,2025-01-30,2025-02-18
OPP-186,Network Segmentation,ACC-002,LEAD-054,Follow Up,30,45109,2025-09-06,,In Progress,Segment networks to isolate critical systems and limit the impact of security breaches.,USER-016,2025-02-03,2025-02-10
OPP-187,Network Vulnerability Scanning,ACC-002,LEAD-054,Connected,60,41565,2025-12-30,,In Progress,Perform regular network vulnerability scans to identify and remediate security weaknesses.,USER-016,2025-02-03,2025-03-01
OPP-188,Network Penetration Testing,ACC-004,LEAD-054,Follow Up,60,27772,2025-05-02,,In Progress,Conduct network penetration testing to simulate real-world attacks and identify exploitable vulnerabilities.,USER-016,2025-02-05,2025-02-18
OPP-189,Distributed Denial of Service (DDoS) Protection,ACC-004,LEAD-054,Discovery,30,50802,2025-12-14,2025-03-03,Won,Implement DDoS protection solutions to mitigate and prevent DDoS attacks.,USER-016,2025-02-05,2025-03-03
OPP-190,Customer Experience Enhancement,ACC-002,LEAD-055,Follow Up,30,9119,2025-11-29,2025-01-23,Won,Implement digital solutions to enhance customer experience across all touchpoints.,USER-001,2025-01-15,2025-01-23
OPP-191,Business Process Automation,ACC-001,LEAD-055,Follow Up,60,32986,2025-03-24,2025-02-05,Won,Automate manual business processes using digital technologies to improve efficiency and reduce costs.,USER-001,2025-01-17,2025-02-05
OPP-192,Cloud Adoption Strategy,ACC-002,LEAD-055,Connected,90,23765,2025-03-14,,In Progress,Develop and execute a cloud adoption strategy to leverage cloud services for scalability and agility.,USER-001,2025-01-19,2025-02-09
OPP-193,Data-Driven Decision Making,ACC-004,LEAD-055,Connected,90,48798,2025-04-09,2025-02-26,Cancelled,Implement data analytics and business intelligence tools to enable data-driven decision making.,USER-001,2025-01-27,2025-02-26
OPP-194,Mobile First Strategy,ACC-002,LEAD-055,Discovery,30,26367,2025-10-23,2025-02-18,Cancelled,Develop a mobile-first strategy to optimize digital experiences for mobile users.,USER-001,2025-01-28,2025-02-18
OPP-195,E-commerce Platform Development,ACC-003,LEAD-055,Follow Up,90,22972,2026-01-28,2025-02-13,Cancelled,Develop and deploy an e-commerce platform to expand online sales and reach new customers.,USER-001,2025-01-28,2025-02-13
OPP-196,AI and Machine Learning Integration,ACC-003,LEAD-055,Follow Up,60,27816,2025-12-25,2025-02-15,Won,Integrate AI and machine learning capabilities into business processes to automate tasks and gain insights.,USER-001,2025-01-28,2025-02-15
OPP-197,IoT Implementation,ACC-004,LEAD-055,Connected,90,27422,2025-06-26,,In Progress,Implement IoT solutions to connect devices and collect data for improved operational efficiency.,USER-001,2025-02-05,2025-02-06
OPP-198,Database Encryption,ACC-002,LEAD-056,Follow Up,30,46228,2025-01-12,2024-12-06,Won,"Implement encryption for sensitive data stored in databases, protecting against unauthorized access.",USER-001,2024-12-06,2024-12-06
OPP-199,File Encryption,ACC-001,LEAD-056,Follow Up,90,46582,2025-05-07,2024-12-14,Cancelled,Encrypt individual files and folders to protect sensitive data from unauthorized access and disclosure.,USER-001,2024-12-14,2024-12-14
OPP-200,Phishing Simulation,ACC-002,LEAD-057,Connected,90,53148,2025-09-28,2025-03-02,Cancelled,Conduct simulated phishing campaigns to educate employees on recognizing and avoiding phishing attacks.,USER-007,2025-01-31,2025-03-02
OPP-201,Ransomware Prevention,ACC-001,LEAD-057,Connected,30,16973,2025-03-23,2025-02-13,Won,"Train employees on how to prevent ransomware attacks, including recognizing malicious emails and downloads.",USER-007,2025-02-03,2025-02-13
OPP-202,Password Security,ACC-002,LEAD-057,Connected,90,52246,2025-12-22,2025-03-05,Cancelled,"Educate employees on creating strong passwords, using password managers, and avoiding password reuse.",USER-007,2025-02-12,2025-03-05
OPP-203,Data Privacy and GDPR,ACC-004,LEAD-057,Connected,30,10290,2026-01-14,2025-03-21,Won,"Provide training on data privacy regulations, including GDPR, and best practices for protecting sensitive data.",USER-007,2025-02-21,2025-03-21
OPP-204,Social Engineering Awareness,ACC-004,LEAD-057,Connected,30,59221,2025-03-27,2025-03-07,Cancelled,"Train employees on recognizing and avoiding social engineering tactics, such as pretexting and baiting.",USER-007,2025-02-24,2025-03-07
OPP-205,Mobile Device Security,ACC-001,LEAD-057,Connected,30,11425,2025-09-26,2025-03-07,Won,"Educate employees on securing mobile devices, including using strong passcodes and avoiding unsecured Wi-Fi.",USER-007,2025-02-27,2025-03-07
OPP-206,Remote Work Security,ACC-003,LEAD-057,Follow Up,90,44524,2025-07-02,2025-03-01,Won,"Provide training on security best practices for remote work, including using VPNs and securing home networks.",USER-007,2025-02-28,2025-03-01
OPP-207,Insider Threat Awareness,ACC-001,LEAD-057,Follow Up,60,27557,2026-02-13,,In Progress,"Train employees on recognizing and reporting insider threats, such as data exfiltration and sabotage.",USER-007,2025-03-07,2025-03-13
OPP-208,Incident Reporting,ACC-003,LEAD-057,Follow Up,60,59781,2025-07-04,2025-03-21,Cancelled,Educate employees on how to report security incidents and breaches promptly and effectively.,USER-007,2025-03-16,2025-03-21
OPP-209,ERP Implementation - TechCorp,ACC-002,LEAD-058,Discovery,30,24920,2025-11-22,2025-02-17,Won,"Comprehensive ERP system implementation for TechCorp, including requirements gathering, configuration, data migration, testing, and user training.",USER-018,2025-01-31,2025-02-17
OPP-210,Cloud-Based ERP Upgrade,ACC-001,LEAD-058,Follow Up,60,44752,2025-07-14,2025-03-05,Won,"Upgrade existing on-premise ERP to a cloud-based solution, improving scalability and accessibility.",USER-018,2025-02-03,2025-03-05
OPP-211,ERP Customization & Integration,ACC-004,LEAD-058,Follow Up,60,23677,2025-08-06,2025-02-21,Cancelled,Customize and integrate the ERP system with existing business applications and third-party tools.,USER-018,2025-02-04,2025-02-21
OPP-212,ERP Data Migration Project,ACC-003,LEAD-058,Connected,90,45968,2025-08-29,2025-03-13,Cancelled,"Plan and execute the migration of legacy data to the new ERP system, ensuring data integrity and accuracy.",USER-018,2025-02-12,2025-03-13
OPP-213,Post-Implementation ERP Support,ACC-001,LEAD-058,Discovery,30,15269,2025-05-12,,In Progress,"Provide ongoing support and maintenance for the implemented ERP system, addressing user issues and system enhancements.",USER-018,2025-02-15,2025-02-22
OPP-214,ERP Security Enhancement,ACC-004,LEAD-058,Connected,30,43659,2025-07-14,2025-03-06,Won,"Implement security measures to protect sensitive data within the ERP system, including access control and encryption.",USER-018,2025-02-19,2025-03-06
OPP-215,ERP Training & Adoption Program,ACC-001,LEAD-058,Connected,60,17776,2025-07-28,2025-03-25,Cancelled,Develop and deliver training programs to ensure user adoption and effective utilization of the ERP system.,USER-018,2025-02-25,2025-03-25
OPP-216,ERP Process Optimization,ACC-003,LEAD-058,Connected,30,46170,2025-05-08,2025-03-26,Cancelled,Analyze existing business processes and optimize them for integration with the new ERP system.,USER-018,2025-02-28,2025-03-26
OPP-217,Global ERP Rollout,ACC-001,LEAD-058,Connected,60,50889,2025-11-13,2025-03-08,Cancelled,"Deploy the ERP system across multiple international locations, addressing regional requirements and regulations.",USER-018,2025-03-03,2025-03-08
OPP-218,ERP Reporting & Analytics Implementation,ACC-002,LEAD-058,Connected,30,44608,2025-10-24,,In Progress,Configure and implement reporting and analytics capabilities within the ERP system to provide actionable insights.,USER-018,2025-03-09,2025-03-26
OPP-219,Customer Behavior Analysis,ACC-002,LEAD-059,Connected,90,30545,2025-12-05,,In Progress,"Develop analytics solutions to understand customer behavior, segmentation, and purchasing patterns.",USER-016,2025-01-18,2025-01-18
OPP-220,Sales Performance Optimization,ACC-001,LEAD-059,Follow Up,60,9317,2025-02-26,2025-02-22,Cancelled,"Implement analytics to optimize sales processes, identify top performers, and improve revenue generation.",USER-016,2025-01-25,2025-02-22
OPP-221,Marketing Campaign Effectiveness,ACC-001,LEAD-059,Connected,30,16646,2025-07-11,2025-02-05,Won,"Analyze marketing campaign data to measure effectiveness, ROI, and optimize future campaigns.",USER-016,2025-01-31,2025-02-05
OPP-222,Supply Chain Optimization,ACC-001,LEAD-059,Follow Up,60,23078,2025-04-15,2025-02-11,Cancelled,"Apply analytics to optimize inventory management, logistics, and supply chain efficiency.",USER-016,2025-01-31,2025-02-11
OPP-223,Financial Forecasting,ACC-001,LEAD-059,Follow Up,30,9163,2025-08-23,2025-02-26,Won,"Build predictive models for financial forecasting, budgeting, and financial risk assessment.",USER-016,2025-01-31,2025-02-26
OPP-224,Infrastructure as a Service (IaaS),ACC-002,LEAD-063,Discovery,30,25799,2025-03-19,2025-02-08,Cancelled,"Migrate on-premises infrastructure to IaaS cloud platforms, improving scalability and flexibility.",USER-014,2025-01-19,2025-02-08
OPP-225,Platform as a Service (PaaS),ACC-004,LEAD-063,Discovery,60,11726,2025-03-29,,In Progress,"Migrate application development and deployment to PaaS cloud platforms, accelerating development cycles.",USER-014,2025-01-23,2025-02-03
OPP-226,Software as a Service (SaaS),ACC-003,LEAD-063,Follow Up,90,9241,2025-12-30,,In Progress,"Migrate business applications to SaaS cloud platforms, reducing maintenance and operational overhead.",USER-014,2025-01-25,2025-02-23
OPP-227,Hybrid Cloud Implementation,ACC-004,LEAD-063,Connected,30,38833,2025-03-26,2025-02-16,Won,"Implement a hybrid cloud environment, integrating on-premises and cloud resources for optimal performance.",USER-014,2025-01-28,2025-02-16
OPP-228,Data Migration & Integration,ACC-001,LEAD-063,Discovery,90,28077,2025-04-14,2025-03-06,Cancelled,"Migrate and integrate data from on-premises systems to the cloud, ensuring data consistency and accessibility.",USER-014,2025-02-05,2025-03-06
OPP-229,Application Modernization,ACC-002,LEAD-063,Follow Up,90,48940,2025-11-13,2025-03-08,Cancelled,"Modernize legacy applications during cloud migration, leveraging cloud-native technologies.",USER-014,2025-02-06,2025-03-08
OPP-230,Security and Compliance,ACC-001,LEAD-063,Discovery,90,49083,2025-07-04,,In Progress,"Implement security and compliance measures during cloud migration, protecting sensitive data and meeting regulatory requirements.",USER-014,2025-02-07,2025-03-03
OPP-231,Cost Optimization,ACC-004,LEAD-063,Connected,30,9897,2025-10-08,2025-02-25,Cancelled,"Optimize cloud costs during migration, identifying and eliminating unnecessary expenses.",USER-014,2025-02-07,2025-02-25
OPP-232,Disaster Recovery and Business Continuity,ACC-001,LEAD-063,Discovery,30,27508,2025-11-01,2025-02-19,Won,"Implement disaster recovery and business continuity plans during cloud migration, ensuring minimal downtime.",USER-014,2025-02-13,2025-02-19
OPP-233,ERP Implementation - TechCorp,ACC-004,LEAD-064,Follow Up,30,28495,2025-07-29,2025-03-12,Won,"Comprehensive ERP system implementation for TechCorp, including requirements gathering, configuration, data migration, testing, and user training.",USER-015,2025-02-24,2025-03-12
OPP-234,Cloud-Based ERP Upgrade,ACC-001,LEAD-064,Follow Up,30,49417,2025-10-15,,In Progress,"Upgrade existing on-premise ERP to a cloud-based solution, improving scalability and accessibility.",USER-015,2025-02-28,2025-03-07
OPP-235,ERP Customization & Integration,ACC-004,LEAD-064,Connected,90,28801,2025-09-08,,In Progress,Customize and integrate the ERP system with existing business applications and third-party tools.,USER-015,2025-02-28,2025-03-21
OPP-236,Infrastructure as a Service (IaaS),ACC-004,LEAD-065,Follow Up,30,57118,2025-08-24,2024-12-23,Cancelled,"Migrate on-premises infrastructure to IaaS cloud platforms, improving scalability and flexibility.",USER-010,2024-12-21,2024-12-23
OPP-237,Platform as a Service (PaaS),ACC-001,LEAD-065,Connected,30,35370,2025-07-14,2025-01-18,Won,"Migrate application development and deployment to PaaS cloud platforms, accelerating development cycles.",USER-010,2024-12-23,2025-01-18
OPP-238,Software as a Service (SaaS),ACC-003,LEAD-065,Connected,30,39870,2025-10-09,2025-01-26,Cancelled,"Migrate business applications to SaaS cloud platforms, reducing maintenance and operational overhead.",USER-010,2025-01-01,2025-01-26
OPP-239,Hybrid Cloud Implementation,ACC-001,LEAD-065,Follow Up,60,15398,2025-09-04,,In Progress,"Implement a hybrid cloud environment, integrating on-premises and cloud resources for optimal performance.",USER-010,2025-01-04,2025-01-07
OPP-240,Data Migration & Integration,ACC-002,LEAD-065,Discovery,90,21600,2025-03-26,2025-01-28,Cancelled,"Migrate and integrate data from on-premises systems to the cloud, ensuring data consistency and accessibility.",USER-010,2025-01-05,2025-01-28
OPP-241,Application Modernization,ACC-003,LEAD-065,Connected,30,42419,2025-04-04,2025-02-07,Cancelled,"Modernize legacy applications during cloud migration, leveraging cloud-native technologies.",USER-010,2025-01-13,2025-02-07
OPP-242,Security and Compliance,ACC-002,LEAD-065,Follow Up,30,32395,2025-12-01,2025-02-10,Cancelled,"Implement security and compliance measures during cloud migration, protecting sensitive data and meeting regulatory requirements.",USER-010,2025-01-17,2025-02-10
OPP-243,Phishing Simulation,ACC-003,LEAD-066,Follow Up,90,23657,2025-03-24,,In Progress,Conduct simulated phishing campaigns to educate employees on recognizing and avoiding phishing attacks.,USER-015,2024-12-24,2025-01-15
OPP-244,Ransomware Prevention,ACC-002,LEAD-066,Discovery,60,11559,2025-10-05,2025-01-07,Cancelled,"Train employees on how to prevent ransomware attacks, including recognizing malicious emails and downloads.",USER-015,2024-12-28,2025-01-07
OPP-245,Password Security,ACC-004,LEAD-066,Discovery,60,34200,2025-11-10,2025-01-13,Cancelled,"Educate employees on creating strong passwords, using password managers, and avoiding password reuse.",USER-015,2024-12-28,2025-01-13
OPP-246,Data Privacy and GDPR,ACC-003,LEAD-066,Discovery,30,59600,2025-04-14,,In Progress,"Provide training on data privacy regulations, including GDPR, and best practices for protecting sensitive data.",USER-015,2025-01-05,2025-01-31
OPP-247,Customer Behavior Analysis,ACC-003,LEAD-068,Connected,60,33993,2025-12-28,2025-01-16,Cancelled,"Develop analytics solutions to understand customer behavior, segmentation, and purchasing patterns.",USER-017,2025-01-12,2025-01-16
OPP-248,Database Encryption,ACC-003,LEAD-069,Discovery,90,22479,2025-10-11,,In Progress,"Implement encryption for sensitive data stored in databases, protecting against unauthorized access.",USER-019,2024-12-15,2024-12-30
OPP-249,File Encryption,ACC-004,LEAD-069,Connected,30,57639,2025-05-04,2025-01-20,Cancelled,Encrypt individual files and folders to protect sensitive data from unauthorized access and disclosure.,USER-019,2024-12-22,2025-01-20
OPP-250,Full Disk Encryption,ACC-002,LEAD-069,Connected,90,38641,2025-12-04,2025-01-13,Cancelled,Encrypt entire hard drives or storage devices to protect all data stored on them.,USER-019,2024-12-27,2025-01-13
OPP-251,Network Infrastructure,ACC-001,LEAD-071,Connected,90,11194,2025-06-29,2025-01-03,Cancelled,"Comprehensive audit of network devices, firewalls, and intrusion detection systems to identify security vulnerabilities.",USER-002,2024-12-13,2025-01-03
OPP-252,Web Application,ACC-004,LEAD-071,Connected,90,37957,2025-10-10,2025-01-15,Cancelled,"Detailed assessment of web application security, including OWASP top 10 vulnerabilities.",USER-002,2024-12-18,2025-01-15
OPP-253,Network Infrastructure,ACC-002,LEAD-073,Connected,60,34618,2025-04-15,2025-03-12,Cancelled,"Comprehensive audit of network devices, firewalls, and intrusion detection systems to identify security vulnerabilities.",USER-003,2025-02-17,2025-03-12
OPP-254,Web Application,ACC-003,LEAD-073,Follow Up,30,42274,2025-12-12,,In Progress,"Detailed assessment of web application security, including OWASP top 10 vulnerabilities.",USER-003,2025-02-21,2025-03-22
OPP-255,Cloud Environment,ACC-003,LEAD-073,Discovery,30,49500,2025-10-01,,In Progress,"Evaluation of security controls within cloud environments (AWS, Azure, GCP) to ensure data protection.",USER-003,2025-03-02,2025-03-08
