Date of Test Executed,Project ID,Project Name,User ID,User Agent,Testing Scope,Testing Scope Status,Test Case ID,Test Case,Test Case Status,Request Method,Requested Source,Test Case Outcome Message,Error Message,Actual Test Case Outcome,Reason for failure/success,Response Size,Findings (Affected Components),Severity ratings
"Tue, 22 Oct 2024 02:23:10 GMT",PRJ-080,Test Case 128,USER-009,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-128,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Database,Low
"Tue, 22 Oct 2024 02:23:14 GMT",PRJ-098,Test Case 129,USER-082,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-129,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Login form,Low
"Tue, 22 Oct 2024 02:23:18 GMT",PRJ-042,Test Case 130,USER-008,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-130,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,User profile page,Medium
,PRJ-068,Test Case 131,USER-053,,WEB,Not started,TC-131,Login form,Not Started,,,,,,,,Session management,Critical
"Tue, 22 Oct 2024 02:23:22 GMT",PRJ-080,Test Case 132,USER-088,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-132,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,User profile page,Critical
"Tue, 22 Oct 2024 02:23:26 GMT",PRJ-082,Test Case 133,USER-033,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-133,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Database,High
,PRJ-087,Test Case 134,USER-070,,WEB,In progress,TC-134,Payment gateway,Not Started,,,,,,,,Session management,High
"Tue, 22 Oct 2024 02:23:31 GMT",PRJ-082,Test Case 135,USER-055,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-135,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Database,Critical
"Tue, 22 Oct 2024 02:23:35 GMT",PRJ-014,Test Case 136,USER-031,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-136,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Payment gateway,Low
,PRJ-085,Test Case 137,USER-051,,APP,Not started,TC-137,Session management,Not Started,,,,,,,,Database,High
,PRJ-030,Test Case 138,USER-078,,APP,Not started,TC-138,Session management,Not Started,,,,,,,,Payment gateway,Medium
"Tue, 22 Oct 2024 02:23:39 GMT",PRJ-081,Test Case 139,USER-013,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-139,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,High
"Tue, 22 Oct 2024 02:23:43 GMT",PRJ-094,Test Case 140,USER-017,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-140,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,User profile page,Medium
"Tue, 22 Oct 2024 02:23:47 GMT",PRJ-017,Test Case 141,USER-070,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-141,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Database,High
"Tue, 22 Oct 2024 02:23:51 GMT",PRJ-096,Test Case 142,USER-044,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-142,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,User profile page,Critical
"Tue, 22 Oct 2024 02:23:55 GMT",PRJ-072,Test Case 143,USER-047,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-143,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Low
"Tue, 22 Oct 2024 02:23:59 GMT",PRJ-059,Test Case 144,USER-048,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-144,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Login form,Medium
,PRJ-061,Test Case 145,USER-004,,APP,Not started,TC-145,Database,Not Started,,,,,,,,Payment gateway,Critical
,PRJ-015,Test Case 146,USER-018,,WEB,In progress,TC-146,Database,Not Started,,,,,,,,Login form,Low
"Tue, 22 Oct 2024 02:24:03 GMT",PRJ-031,Test Case 147,USER-069,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-147,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Critical
"Tue, 22 Oct 2024 02:24:07 GMT",PRJ-076,Test Case 148,USER-096,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-148,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Database,Critical
,PRJ-036,Test Case 149,USER-005,,APP,In progress,TC-149,Database,Not Started,,,,,,,,User profile page,High
"Tue, 22 Oct 2024 02:24:11 GMT",PRJ-013,Test Case 150,USER-088,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-150,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Payment gateway,Medium
,PRJ-016,Test Case 151,USER-059,,WEB,Not started,TC-151,Login form,Not Started,,,,,,,,Payment gateway,Medium
,PRJ-017,Test Case 152,USER-073,,WEB,Not started,TC-152,Session management,Not Started,,,,,,,,User profile page,Medium
"Tue, 22 Oct 2024 02:24:15 GMT",PRJ-043,Test Case 153,USER-019,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-153,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,High
,PRJ-023,Test Case 154,USER-015,,WEB,Not started,TC-154,Payment gateway,Not Started,,,,,,,,User profile page,High
,PRJ-003,Test Case 155,USER-023,,APP,Not started,TC-155,Database,Not Started,,,,,,,,Session management,Low
"Tue, 22 Oct 2024 02:24:20 GMT",PRJ-096,Test Case 156,USER-009,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-156,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Low
,PRJ-058,Test Case 157,USER-065,,WEB,In progress,TC-157,Database,Not Started,,,,,,,,Login form,Low
,PRJ-062,Test Case 158,USER-052,,APP,In progress,TC-158,Database,Not Started,,,,,,,,Login form,Low
,PRJ-042,Test Case 159,USER-078,,WEB,Not started,TC-159,Payment gateway,Not Started,,,,,,,,Session management,High
"Tue, 22 Oct 2024 02:24:24 GMT",PRJ-049,Test Case 160,USER-077,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-160,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Database,Low
"Tue, 22 Oct 2024 02:24:28 GMT",PRJ-090,Test Case 161,USER-015,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-161,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Database,High
,PRJ-059,Test Case 162,USER-052,,APP,In progress,TC-162,Database,Not Started,,,,,,,,Payment gateway,High
,PRJ-048,Test Case 163,USER-020,,APP,Not started,TC-163,Login form,Not Started,,,,,,,,Login form,Critical
,PRJ-013,Test Case 164,USER-096,,APP,Not started,TC-164,Session management,Not Started,,,,,,,,Session management,High
"Tue, 22 Oct 2024 02:24:32 GMT",PRJ-086,Test Case 165,USER-016,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-165,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Login form,High
,PRJ-077,Test Case 166,USER-040,,APP,Not started,TC-166,User profile page,Not Started,,,,,,,,Database,Medium
,PRJ-014,Test Case 167,USER-045,,APP,In progress,TC-167,Session management,Not Started,,,,,,,,User profile page,Critical
"Tue, 22 Oct 2024 02:24:36 GMT",PRJ-072,Test Case 168,USER-099,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-168,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Payment gateway,High
,PRJ-044,Test Case 169,USER-045,,WEB,Not started,TC-169,Session management,Not Started,,,,,,,,Database,Low
,PRJ-019,Test Case 170,USER-095,,WEB,Not started,TC-170,Database,Not Started,,,,,,,,Database,Critical
"Tue, 22 Oct 2024 02:24:40 GMT",PRJ-044,Test Case 171,USER-021,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-171,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Low
,PRJ-007,Test Case 172,USER-020,,WEB,Not started,TC-172,Payment gateway,Not Started,,,,,,,,Database,Critical
"Tue, 22 Oct 2024 02:24:44 GMT",PRJ-063,Test Case 173,USER-078,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-173,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Low
"Tue, 22 Oct 2024 02:24:48 GMT",PRJ-045,Test Case 174,USER-056,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-174,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Database,High
,PRJ-006,Test Case 175,USER-029,,APP,Not started,TC-175,User profile page,Not Started,,,,,,,,Payment gateway,Medium
"Tue, 22 Oct 2024 02:24:52 GMT",PRJ-099,Test Case 176,USER-018,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-176,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Login form,Critical
,PRJ-096,Test Case 177,USER-056,,WEB,In progress,TC-177,Session management,Not Started,,,,,,,,User profile page,High
"Tue, 22 Oct 2024 02:24:56 GMT",PRJ-010,Test Case 178,USER-051,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-178,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Login form,High
"Tue, 22 Oct 2024 02:25:00 GMT",PRJ-074,Test Case 179,USER-055,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-179,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Database,Low
"Tue, 22 Oct 2024 02:25:05 GMT",PRJ-042,Test Case 180,USER-022,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-180,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Login form,Medium
,PRJ-056,Test Case 181,USER-076,,APP,In progress,TC-181,Payment gateway,Not Started,,,,,,,,Payment gateway,Medium
,PRJ-043,Test Case 182,USER-022,,WEB,Not started,TC-182,Payment gateway,Not Started,,,,,,,,Payment gateway,Medium
"Tue, 22 Oct 2024 02:25:09 GMT",PRJ-031,Test Case 183,USER-014,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-183,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Medium
,PRJ-098,Test Case 184,USER-098,,WEB,In progress,TC-184,Database,Not Started,,,,,,,,Session management,Critical
"Tue, 22 Oct 2024 02:25:13 GMT",PRJ-088,Test Case 185,USER-073,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-185,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Login form,Critical
"Tue, 22 Oct 2024 02:25:17 GMT",PRJ-057,Test Case 186,USER-081,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-186,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Payment gateway,Low
,PRJ-040,Test Case 187,USER-060,,APP,Not started,TC-187,Payment gateway,Not Started,,,,,,,,Payment gateway,Low
"Tue, 22 Oct 2024 02:25:21 GMT",PRJ-083,Test Case 188,USER-012,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-188,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Login form,Critical
"Tue, 22 Oct 2024 02:25:25 GMT",PRJ-074,Test Case 189,USER-084,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-189,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Medium
"Tue, 22 Oct 2024 02:25:29 GMT",PRJ-008,Test Case 190,USER-058,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-190,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Medium
"Tue, 22 Oct 2024 02:25:33 GMT",PRJ-006,Test Case 191,USER-032,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-191,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Medium
"Tue, 22 Oct 2024 02:25:37 GMT",PRJ-047,Test Case 192,USER-048,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-192,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Low
,PRJ-081,Test Case 193,USER-083,,APP,In progress,TC-193,Login form,Not Started,,,,,,,,Session management,Critical
"Tue, 22 Oct 2024 02:25:41 GMT",PRJ-037,Test Case 194,USER-033,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-194,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,User profile page,High
,PRJ-040,Test Case 195,USER-084,,APP,Not started,TC-195,Payment gateway,Not Started,,,,,,,,Session management,Critical
,PRJ-083,Test Case 196,USER-043,,WEB,In progress,TC-196,Session management,Not Started,,,,,,,,Payment gateway,Low
,PRJ-047,Test Case 197,USER-040,,WEB,In progress,TC-197,Database,Not Started,,,,,,,,User profile page,Medium
"Tue, 22 Oct 2024 02:25:45 GMT",PRJ-018,Test Case 198,USER-020,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-198,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Low
"Tue, 22 Oct 2024 02:25:49 GMT",PRJ-085,Test Case 199,USER-044,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-199,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,User profile page,Medium
"Tue, 22 Oct 2024 02:25:54 GMT",PRJ-093,Test Case 200,USER-057,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-200,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Database,High
,PRJ-097,Test Case 201,USER-096,,APP,Not started,TC-201,Payment gateway,Not Started,,,,,,,,Database,Medium
"Tue, 22 Oct 2024 02:25:58 GMT",PRJ-048,Test Case 202,USER-087,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-202,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Critical
"Tue, 22 Oct 2024 02:26:02 GMT",PRJ-021,Test Case 203,USER-026,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-203,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Payment gateway,Low
"Tue, 22 Oct 2024 02:26:06 GMT",PRJ-092,Test Case 204,USER-067,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-204,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Payment gateway,Critical
,PRJ-066,Test Case 205,USER-019,,APP,Not started,TC-205,Database,Not Started,,,,,,,,Payment gateway,Low
"Tue, 22 Oct 2024 02:26:10 GMT",PRJ-054,Test Case 206,USER-007,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-206,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Login form,High
,PRJ-029,Test Case 207,USER-004,,APP,In progress,TC-207,User profile page,Not Started,,,,,,,,User profile page,Low
"Tue, 22 Oct 2024 02:26:14 GMT",PRJ-037,Test Case 208,USER-061,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-208,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Login form,Low
,PRJ-003,Test Case 209,USER-033,,WEB,In progress,TC-209,Login form,Not Started,,,,,,,,Payment gateway,Medium
,PRJ-039,Test Case 210,USER-016,,WEB,In progress,TC-210,Session management,Not Started,,,,,,,,Database,Low
,PRJ-015,Test Case 211,USER-064,,WEB,Not started,TC-211,Payment gateway,Not Started,,,,,,,,Database,Low
"Tue, 22 Oct 2024 02:26:18 GMT",PRJ-079,Test Case 212,USER-046,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-212,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,High
"Tue, 22 Oct 2024 02:26:22 GMT",PRJ-009,Test Case 213,USER-068,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-213,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Database,High
"Tue, 22 Oct 2024 02:26:26 GMT",PRJ-033,Test Case 214,USER-096,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-214,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,User profile page,Low
,PRJ-099,Test Case 215,USER-075,,APP,Not started,TC-215,Payment gateway,Not Started,,,,,,,,Session management,High
"Tue, 22 Oct 2024 02:26:30 GMT",PRJ-083,Test Case 216,USER-023,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-216,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,User profile page,Low
"Tue, 22 Oct 2024 02:26:34 GMT",PRJ-092,Test Case 217,USER-059,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-217,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,User profile page,Low
"Tue, 22 Oct 2024 02:26:38 GMT",PRJ-041,Test Case 218,USER-040,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-218,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,User profile page,High
"Tue, 22 Oct 2024 02:26:43 GMT",PRJ-046,Test Case 219,USER-007,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-219,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Database,Critical
"Tue, 22 Oct 2024 02:26:47 GMT",PRJ-096,Test Case 220,USER-057,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-220,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Database,High
"Tue, 22 Oct 2024 02:26:51 GMT",PRJ-067,Test Case 221,USER-035,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-221,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Medium
,PRJ-070,Test Case 222,USER-038,,APP,Not started,TC-222,Payment gateway,Not Started,,,,,,,,Payment gateway,High
,PRJ-058,Test Case 223,USER-078,,APP,In progress,TC-223,Payment gateway,Not Started,,,,,,,,Database,Low
"Tue, 22 Oct 2024 02:26:55 GMT",PRJ-094,Test Case 224,USER-046,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-224,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Login form,Critical
,PRJ-047,Test Case 225,USER-066,,WEB,Not started,TC-225,Session management,Not Started,,,,,,,,Database,Low
"Tue, 22 Oct 2024 02:26:59 GMT",PRJ-017,Test Case 226,USER-009,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-226,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Low
"Tue, 22 Oct 2024 02:27:03 GMT",PRJ-078,Test Case 227,USER-020,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-227,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Login form,Medium
"Tue, 22 Oct 2024 02:27:07 GMT",PRJ-068,Test Case 228,USER-047,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-228,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,User profile page,Low
"Tue, 22 Oct 2024 02:27:11 GMT",PRJ-004,Test Case 229,USER-095,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-229,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Low
,PRJ-034,Test Case 230,USER-034,,APP,In progress,TC-230,Database,Not Started,,,,,,,,User profile page,Low
,PRJ-018,Test Case 231,USER-010,,APP,In progress,TC-231,Login form,Not Started,,,,,,,,Payment gateway,High
"Tue, 22 Oct 2024 02:27:15 GMT",PRJ-091,Test Case 232,USER-009,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-232,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Payment gateway,Medium
,PRJ-016,Test Case 233,USER-026,,WEB,In progress,TC-233,Login form,Not Started,,,,,,,,Payment gateway,High
,PRJ-060,Test Case 234,USER-071,,WEB,Not started,TC-234,Payment gateway,Not Started,,,,,,,,Database,Critical
,PRJ-068,Test Case 235,USER-053,,APP,Not started,TC-235,Payment gateway,Not Started,,,,,,,,Login form,Critical
,PRJ-060,Test Case 236,USER-088,,APP,Not started,TC-236,User profile page,Not Started,,,,,,,,Database,Low
"Tue, 22 Oct 2024 02:27:19 GMT",PRJ-016,Test Case 237,USER-067,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-237,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Payment gateway,Medium
,PRJ-045,Test Case 238,USER-067,,APP,In progress,TC-238,User profile page,Not Started,,,,,,,,Session management,High
,PRJ-017,Test Case 239,USER-081,,APP,Not started,TC-239,Session management,Not Started,,,,,,,,Session management,Medium
,PRJ-022,Test Case 240,USER-085,,APP,Not started,TC-240,Login form,Not Started,,,,,,,,Login form,High
,PRJ-084,Test Case 241,USER-027,,APP,In progress,TC-241,Session management,Not Started,,,,,,,,Payment gateway,High
"Tue, 22 Oct 2024 02:27:23 GMT",PRJ-062,Test Case 242,USER-032,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-242,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Login form,Medium
"Tue, 22 Oct 2024 02:27:28 GMT",PRJ-057,Test Case 243,USER-054,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-243,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Medium
"Tue, 22 Oct 2024 02:27:32 GMT",PRJ-041,Test Case 244,USER-092,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-244,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Payment gateway,Low
,PRJ-041,Test Case 245,USER-031,,APP,In progress,TC-245,Database,Not Started,,,,,,,,User profile page,Medium
"Tue, 22 Oct 2024 02:27:36 GMT",PRJ-013,Test Case 246,USER-007,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-246,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,User profile page,Medium
,PRJ-042,Test Case 247,USER-074,,APP,Not started,TC-247,Database,Not Started,,,,,,,,Session management,Critical
,PRJ-064,Test Case 248,USER-040,,APP,Not started,TC-248,Database,Not Started,,,,,,,,Session management,Critical
,PRJ-031,Test Case 249,USER-028,,APP,Not started,TC-249,Payment gateway,Not Started,,,,,,,,Database,Critical
,PRJ-037,Test Case 250,USER-069,,WEB,In progress,TC-250,User profile page,Not Started,,,,,,,,Payment gateway,High
,PRJ-098,Test Case 251,USER-052,,APP,In progress,TC-251,Login form,Not Started,,,,,,,,Session management,Medium
,PRJ-047,Test Case 252,USER-071,,APP,In progress,TC-252,Session management,Not Started,,,,,,,,Database,High
,PRJ-080,Test Case 253,USER-088,,WEB,Not started,TC-253,Database,Not Started,,,,,,,,Payment gateway,High
,PRJ-072,Test Case 254,USER-047,,WEB,In progress,TC-254,Session management,Not Started,,,,,,,,Login form,Low
"Tue, 22 Oct 2024 02:27:40 GMT",PRJ-005,Test Case 255,USER-018,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-255,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,User profile page,Medium
,PRJ-042,Test Case 256,USER-079,,APP,In progress,TC-256,Session management,Not Started,,,,,,,,Payment gateway,High
"Tue, 22 Oct 2024 02:27:44 GMT",PRJ-065,Test Case 257,USER-066,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-257,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Payment gateway,High
