Deadline,Date of Test Executed,Project ID,Project Name,User ID,User Agent,Testing Scope,Test Case ID,Test Case,Test Case Status,Request Method,Requested Source,Test Case Outcome Message,Error Message,Actual Test Case Outcome,Reason for failure,Response Size,Findings (Affected Components),Severity ratings
05/10/2024,22/10/2024,PRJ-082,Web Application Contract Project,USER-015,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-001,Input Validation,Completed,GET,/v1/tiles,Fail,HTTP/2 204 No Content,,,,User profile page,Medium
06/10/2024,22/10/2024,PRJ-055,Mobile Application Contract Project,USER-072,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-206,XSS,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Low
06/10/2024,22/10/2024,PRJ-035,Internal Systems Contract Project,USER-090,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-207,Input Validation,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Payment gateway,Low
03/10/2024,22/10/2024,PRJ-019,ERP Customization & Integration Contract Project,USER-073,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-208,Authentication,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,Low
11/10/2024,22/10/2024,PRJ-096,Wireless Network Contract Project,USER-068,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-209,SQL Injection,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Database,Critical
29/10/2024,22/10/2024,PRJ-021,Intrusion Detection/Prevention System (IDS/IPS) Contract Project,USER-048,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-210,Input Validation,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,Low
09/10/2024,22/10/2024,PRJ-007,Infrastructure as a Service (IaaS) Contract Project,USER-020,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-211,XSS,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Login form,Low
14/10/2024,22/10/2024,PRJ-057,Mobile First Strategy Contract Project,USER-085,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-212,SQL Injection,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,Critical
10/10/2024,22/10/2024,PRJ-035,Internal Systems Contract Project,USER-028,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-213,Input Validation,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Database,Low
08/10/2024,22/10/2024,PRJ-087,ERP Data Migration Project Contract Project,USER-087,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-214,XSS,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Low
31/10/2024,22/10/2024,PRJ-051,ERP Security Enhancement Contract Project,USER-077,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-215,Authentication,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,User profile page,High
04/10/2024,22/10/2024,PRJ-028,Data Security and Privacy Contract Project,USER-099,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-216,Input Validation,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,High
18/10/2024,22/10/2024,PRJ-001,External Network Contract Project,USER-064,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-217,Authorization,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,User profile page,Critical
14/10/2024,22/10/2024,PRJ-091,Firewall Implementation Contract Project,USER-030,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-218,Authentication,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Database,Low
19/10/2024,22/10/2024,PRJ-003,Virtual Private Network (VPN) Deployment Contract Project,USER-059,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-219,Input Validation,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Session management,Critical
01/10/2024,22/10/2024,PRJ-052,Denial of Service (DoS) Attack Contract Project,USER-091,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-220,Input Validation,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,Critical
28/10/2024,22/10/2024,PRJ-042,Financial Forecasting Contract Project,USER-022,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-221,Input Validation,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Login form,Critical
13/10/2024,22/10/2024,PRJ-014,Network Access Control (NAC) Contract Project,USER-032,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-222,XSS,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Database,Low
03/10/2024,22/10/2024,PRJ-040,Web Application Contract Project,USER-096,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-223,Authorization,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Payment gateway,Medium
29/10/2024,22/10/2024,PRJ-066,Cloud Adoption Strategy Contract Project,USER-082,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-224,XSS,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,Medium
09/10/2024,22/10/2024,PRJ-045,Cloud-Based ERP Upgrade Contract Project,USER-045,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-225,Authorization,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Login form,Medium
15/10/2024,22/10/2024,PRJ-026,Compliance (HIPAA) Contract Project,USER-023,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-226,Authentication,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,Critical
28/10/2024,22/10/2024,PRJ-097,ERP Customization & Integration Contract Project,USER-073,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-227,XSS,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,High
15/10/2024,22/10/2024,PRJ-081,Software as a Service (SaaS) Contract Project,USER-041,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-228,SQL Injection,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,Critical
17/10/2024,22/10/2024,PRJ-081,Software as a Service (SaaS) Contract Project,USER-039,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-229,XSS,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,High
12/10/2024,22/10/2024,PRJ-010,Data-Driven Decision Making Contract Project,USER-040,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-230,SQL Injection,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,Low
15/10/2024,22/10/2024,PRJ-037,Business Process Automation Contract Project,USER-010,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-231,XSS,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,Critical
11/10/2024,22/10/2024,PRJ-075,Risk Management Analytics Contract Project,USER-071,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-232,SQL Injection,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Session management,Medium
26/10/2024,22/10/2024,PRJ-078,Post-Implementation ERP Support Contract Project,USER-061,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-233,Authentication,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Database,Low
08/10/2024,22/10/2024,PRJ-044,Network Traffic Encryption (TLS/SSL) Contract Project,USER-092,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-234,XSS,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,User profile page,Low
12/10/2024,22/10/2024,PRJ-091,Firewall Implementation Contract Project,USER-057,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-235,XSS,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,Medium
26/10/2024,22/10/2024,PRJ-048,Ransomware Prevention Contract Project,USER-037,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-236,SQL Injection,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Payment gateway,Low
18/10/2024,22/10/2024,PRJ-081,Software as a Service (SaaS) Contract Project,USER-083,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-237,Authentication,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Low
11/10/2024,22/10/2024,PRJ-087,ERP Data Migration Project Contract Project,USER-050,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-238,Input Validation,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Session management,Medium
05/10/2024,22/10/2024,PRJ-011,ERP Data Migration Project Contract Project,USER-075,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-239,Input Validation,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Critical
21/10/2024,22/10/2024,PRJ-077,Marketing Campaign Effectiveness Contract Project,USER-091,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-240,Input Validation,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Session management,Critical
01/10/2024,22/10/2024,PRJ-043,Network Access Control (NAC) Contract Project,USER-017,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-241,SQL Injection,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,High
07/10/2024,22/10/2024,PRJ-047,Security and Compliance Contract Project,USER-040,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-242,Authorization,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Payment gateway,Critical
17/10/2024,22/10/2024,PRJ-029,Operational Efficiency Improvement Contract Project,USER-018,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-243,Authentication,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Low
20/10/2024,22/10/2024,PRJ-099,Network Infrastructure Contract Project,USER-070,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-244,Input Validation,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,Medium
24/10/2024,22/10/2024,PRJ-049,Virtual Private Network (VPN) Deployment Contract Project,USER-020,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-245,Authorization,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,Medium
20/10/2024,22/10/2024,PRJ-057,Mobile First Strategy Contract Project,USER-006,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-246,Input Validation,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,Critical
10/10/2024,22/10/2024,PRJ-037,Business Process Automation Contract Project,USER-097,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-247,Authorization,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,Medium
25/10/2024,22/10/2024,PRJ-061,Marketing Campaign Effectiveness Contract Project,USER-025,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-248,XSS,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Database,Critical
28/10/2024,22/10/2024,PRJ-037,Business Process Automation Contract Project,USER-049,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-249,Authorization,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,Medium
23/10/2024,22/10/2024,PRJ-033,Mobile Device Encryption Contract Project,USER-007,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-250,Input Validation,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,Low
15/10/2024,22/10/2024,PRJ-067,Operational Efficiency Improvement Contract Project,USER-016,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-251,Authentication,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,High
29/10/2024,22/10/2024,PRJ-066,Cloud Adoption Strategy Contract Project,USER-019,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-252,Authentication,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,Critical
08/10/2024,22/10/2024,PRJ-045,Cloud-Based ERP Upgrade Contract Project,USER-004,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-253,Authentication,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Database,High
30/10/2024,22/10/2024,PRJ-050,Firewall Implementation Contract Project,USER-011,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-254,Authorization,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,High
10/10/2024,22/10/2024,PRJ-013,Wireless Network Security Contract Project,USER-092,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-255,Authorization,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,Low
29/10/2024,22/10/2024,PRJ-061,Marketing Campaign Effectiveness Contract Project,USER-090,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-256,SQL Injection,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Database,Low
04/10/2024,22/10/2024,PRJ-011,ERP Data Migration Project Contract Project,USER-003,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-257,Authorization,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,Critical
14/10/2024,22/10/2024,PRJ-037,Business Process Automation Contract Project,USER-031,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-258,Authentication,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,Medium
20/10/2024,22/10/2024,PRJ-082,Web Application Contract Project,USER-080,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-259,Authentication,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,Critical
01/10/2024,22/10/2024,PRJ-069,Infrastructure as a Service (IaaS) Contract Project,USER-003,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-260,Authorization,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Critical
22/10/2024,22/10/2024,PRJ-079,Financial Forecasting Contract Project,USER-046,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-261,XSS,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Database,Medium
13/10/2024,22/10/2024,PRJ-086,E-commerce Platform Development Contract Project,USER-011,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-262,Authentication,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,Low
12/10/2024,22/10/2024,PRJ-061,Marketing Campaign Effectiveness Contract Project,USER-006,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-263,Input Validation,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Low
05/10/2024,22/10/2024,PRJ-009,Password Security Contract Project,USER-045,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-264,Authentication,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,High
21/10/2024,22/10/2024,PRJ-006,Remote Work Enablement Contract Project,USER-046,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-265,Authorization,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Database,Critical
07/10/2024,22/10/2024,PRJ-024,ERP Reporting & Analytics Implementation Contract Project,USER-018,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-266,SQL Injection,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,High
27/10/2024,22/10/2024,PRJ-006,Remote Work Enablement Contract Project,USER-026,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-267,Input Validation,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Payment gateway,Critical
12/10/2024,22/10/2024,PRJ-070,Cloud Storage Encryption Contract Project,USER-061,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-268,Authentication,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,High
14/10/2024,22/10/2024,PRJ-007,Infrastructure as a Service (IaaS) Contract Project,USER-084,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-269,Input Validation,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Login form,High
16/10/2024,22/10/2024,PRJ-052,Denial of Service (DoS) Attack Contract Project,USER-096,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-270,SQL Injection,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Medium
24/10/2024,22/10/2024,PRJ-089,Customer Behavior Analysis Contract Project,USER-064,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-271,XSS,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Low
11/10/2024,22/10/2024,PRJ-055,Mobile Application Contract Project,USER-011,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-272,XSS,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,High
20/10/2024,22/10/2024,PRJ-014,Network Access Control (NAC) Contract Project,USER-011,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-273,Input Validation,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Payment gateway,Critical
02/10/2024,22/10/2024,PRJ-092,Software as a Service (SaaS) Contract Project,USER-055,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-274,SQL Injection,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Critical
22/10/2024,22/10/2024,PRJ-094,API Security Contract Project,USER-046,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-275,Input Validation,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,Low
05/10/2024,22/10/2024,PRJ-082,Web Application Contract Project,USER-052,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-276,XSS,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,0,User profile page,Low
08/10/2024,22/10/2024,PRJ-078,Post-Implementation ERP Support Contract Project,USER-087,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-277,Authentication,Completed,GET,/DVWA/vulnerabilities/exec/../../login.php,Pass,,,,1342,User profile page,Low
20/10/2024,22/10/2024,PRJ-083,Application Modernization Contract Project,USER-047,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-278,SQL Injection,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,0,Session management,Low
25/10/2024,22/10/2024,PRJ-020,Cloud Adoption Strategy Contract Project,USER-087,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-279,Input Validation,Completed,GET,/DVWA/vulnerabilities/exec/../../login.php,Pass,,,,1342,Payment gateway,Critical
11/10/2024,22/10/2024,PRJ-010,Data-Driven Decision Making Contract Project,USER-074,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-280,XSS,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Payment gateway,Critical
16/10/2024,22/10/2024,PRJ-084,Cost Optimization Contract Project,USER-036,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-281,Authentication,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Login form,Medium
07/10/2024,22/10/2024,PRJ-067,Operational Efficiency Improvement Contract Project,USER-050,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-282,Input Validation,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Payment gateway,Critical
28/10/2024,22/10/2024,PRJ-079,Financial Forecasting Contract Project,USER-037,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-283,Authorization,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Login form,Medium
22/10/2024,22/10/2024,PRJ-010,Data-Driven Decision Making Contract Project,USER-058,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-284,SQL Injection,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Login form,High
29/10/2024,22/10/2024,PRJ-045,Cloud-Based ERP Upgrade Contract Project,USER-091,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-285,XSS,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,High
04/10/2024,22/10/2024,PRJ-039,Network Traffic Encryption (TLS/SSL) Contract Project,USER-021,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-286,Input Validation,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Medium
18/10/2024,22/10/2024,PRJ-026,Compliance (HIPAA) Contract Project,USER-018,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-287,SQL Injection,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Login form,High
03/10/2024,22/10/2024,PRJ-074,Network Segmentation Contract Project,USER-048,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-288,XSS,Completed,POST,/DVWA/vulnerabilities/exec/?zyow2j5jq7=1,Pass,,,,4645,User profile page,Low
27/10/2024,22/10/2024,PRJ-040,Web Application Contract Project,USER-051,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-289,XSS,Completed,POST,/DVWA/vulnerabilities/exec/?%60z'z%22$%7b%7b%25%7b%7b%5c=1,Pass,,,,4645,Database,Critical
15/10/2024,22/10/2024,PRJ-074,Network Segmentation Contract Project,USER-010,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-290,Input Validation,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Login form,Critical
25/10/2024,22/10/2024,PRJ-088,Data-Driven Decision Making Contract Project,USER-067,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-291,Authorization,Completed,POST,/DVWA/vulnerabilities/exec/?nkvloxg%5cz%60z'z%22$%7b%7b%25%7b%7b%5c=1,Pass,,,,4645,Session management,Medium
10/10/2024,22/10/2024,PRJ-017,Internal Systems Contract Project,USER-056,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-292,Authentication,Completed,POST,/DVWA/vulnerabilities/exec/,Pass,,,,4645,Session management,Medium
28/10/2024,22/10/2024,PRJ-022,Mobile Application Contract Project,USER-021,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-293,Authorization,Completed,POST,/DVWA/vulnerabilities/exec/?zwijhk%5cz%60z'z%22$%7b%7b%25%7b%7b%5c=1,Pass,,,,4645,Payment gateway,High
